# BLASTP 2.9.0+
# Query: EDEG_00001-t26_1-p1 | transcript=EDEG_00001-t26_1 | gene=EDEG_00001 | organism=Edhazardia_aedis_USNM_41457 | gene_product=hypothetical protein | transcript_product=hypothetical protein | location=AFBI03000001:5447-6043(+) | protein_length=198 | sequence_SO=contig | SO=protein_coding | is_pseudo=false
# Database: Saccharomyces_cerevisiae_S288C.faa
# 0 hits found
# BLASTP 2.9.0+
# Query: EDEG_00002-t26_1-p1 | transcript=EDEG_00002-t26_1 | gene=EDEG_00002 | organism=Edhazardia_aedis_USNM_41457 | gene_product=hypothetical protein | transcript_product=hypothetical protein | location=AFBI03000001:14636-18244(-) | protein_length=1202 | sequence_SO=contig | SO=protein_coding | is_pseudo=false
# Database: Saccharomyces_cerevisiae_S288C.faa
# 0 hits found
# BLASTP 2.9.0+
# Query: EDEG_00003-t26_1-p1 | transcript=EDEG_00003-t26_1 | gene=EDEG_00003 | organism=Edhazardia_aedis_USNM_41457 | gene_product=hypothetical protein | transcript_product=hypothetical protein | location=AFBI03000001:18372-21566(-) | protein_length=1064 | sequence_SO=contig | SO=protein_coding | is_pseudo=false
# Database: Saccharomyces_cerevisiae_S288C.faa
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
# Database: Saccharomyces_cerevisiae_S288C.faa
# 0 hits found
# BLASTP 2.9.0+
# Query: EDEG_00027-t26_1-p1 | transcript=EDEG_00027-t26_1 | gene=EDEG_00027 | organism=Edhazardia_aedis_USNM_41457 | gene_product=HAD ATPase, P-type, family IC | transcript_product=HAD ATPase, P-type, family IC | location=AFBI03000001:341851-345036(-) | protein_length=1061 | sequence_SO=contig | SO=protein_coding | is_pseudo=false
# Database: Saccharomyces_cerevisiae_S288C.faa
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 26 hits found
EDEG_00027-t26_1-p1	NP_011348.1	31.890	254	152	3	753	1006	569	801	2.37e-38	153
EDEG_00027-t26_1-p1	NP_011348.1	26.480	321	210	7	359	658	237	552	3.11e-23	104
EDEG_00027-t26_1-p1	NP_011348.1	33.742	163	101	2	30	192	60	215	1.87e-22	102
EDEG_00027-t26_1-p1	NP_011509.1	36.948	249	137	4	759	1005	733	963	3.01e-38	153
EDEG_00027-t26_1-p1	NP_011509.1	29.187	209	116	5	356	536	289	493	1.58e-19	92.8
EDEG_00027-t26_1-p1	NP_010324.3	27.096	513	254	15	525	1007	462	884	2.76e-37	150
EDEG_00027-t26_1-p1	NP_010324.3	31.138	167	105	3	42	207	50	207	2.54e-15	79.0
EDEG_00027-t26_1-p1	NP_010324.3	26.257	179	105	4	358	509	207	385	5.06e-13	71.6
EDEG_00027-t26_1-p1	NP_010323.3	27.096	513	254	15	525	1007	462	884	3.52e-37	149
EDEG_00027-t26_1-p1	NP_010323.3	31.138	167	105	3	42	207	50	207	2.44e-15	79.0
EDEG_00027-t26_1-p1	NP_010323.3	26.257	179	105	4	358	509	207	385	4.85e-13	71.6
EDEG_00027-t26_1-p1	NP_010325.1	27.096	513	254	15	525	1007	462	884	6.27e-37	149
EDEG_00027-t26_1-p1	NP_010325.1	32.203	177	107	5	33	207	42	207	5.75e-16	80.9
EDEG_00027-t26_1-p1	NP_010325.1	26.257	179	105	4	358	509	207	385	6.10e-13	71.2
EDEG_00027-t26_1-p1	NP_015289.1	27.632	304	182	8	360	657	274	545	3.00e-19	91.7
EDEG_00027-t26_1-p1	NP_015289.1	26.842	190	117	4	757	946	556	723	2.32e-13	72.4
EDEG_00027-t26_1-p1	NP_015289.1	25.316	158	106	5	28	183	116	263	4.69e-10	61.6
EDEG_00027-t26_1-p1	NP_011507.1	26.948	308	187	8	357	658	242	517	2.84e-18	88.6
EDEG_00027-t26_1-p1	NP_011507.1	27.895	190	115	4	757	946	527	694	5.02e-14	74.7
EDEG_00027-t26_1-p1	NP_011507.1	25.281	178	119	5	16	188	71	239	1.10e-09	60.5
EDEG_00027-t26_1-p1	NP_010883.3	25.000	304	186	9	369	657	363	639	9.48e-12	67.4
EDEG_00027-t26_1-p1	NP_010883.3	29.787	141	75	5	785	902	694	833	5.63e-11	64.7
EDEG_00027-t26_1-p1	NP_009376.2	22.309	641	345	25	434	991	492	1062	5.56e-09	58.2
EDEG_00027-t26_1-p1	NP_014934.1	24.188	277	168	7	753	992	1018	1289	5.84e-09	58.2
EDEG_00027-t26_1-p1	NP_014934.1	21.933	269	189	6	246	500	527	788	6.84e-07	51.6
EDEG_00027-t26_1-p1	NP_010556.1	38.462	104	60	4	821	922	773	874	4.53e-08	55.1
# BLASTP 2.9.0+
# Query: EDEG_00028-t26_1-p1 | transcript=EDEG_00028-t26_1 | gene=EDEG_00028 | organism=Edhazardia_aedis_USNM_41457 | gene_product=hypothetical protein | transcript_product=hypothetical protein | location=AFBI03000001:369161-371482(-) | protein_length=773 | sequence_SO=contig | SO=protein_coding | is_pseudo=false
# Database: Saccharomyces_cerevisiae_S288C.faa
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 31 hits found
EDEG_00028-t26_1-p1	NP_014567.2	34.667	150	93	1	267	411	161	310	9.56e-25	108
EDEG_00028-t26_1-p1	NP_014567.2	37.762	143	83	2	265	401	812	954	1.22e-24	108
EDEG_00028-t26_1-p1	NP_014567.2	38.947	95	53	2	24	113	708	802	5.08e-09	57.8
EDEG_00028-t26_1-p1	NP_014567.2	28.000	125	66	3	36	137	55	178	4.57e-07	51.6
EDEG_00028-t26_1-p1	NP_009937.2	40.000	115	69	0	285	399	528	642	1.17e-20	95.5
EDEG_00028-t26_1-p1	NP_009937.2	37.398	123	70	3	2	122	384	501	1.02e-13	73.2
EDEG_00028-t26_1-p1	NP_010294.1	32.995	197	111	8	259	436	962	1156	2.70e-19	91.3
EDEG_00028-t26_1-p1	NP_010294.1	24.017	229	140	4	277	471	299	527	7.46e-11	63.9
EDEG_00028-t26_1-p1	NP_010294.1	32.090	134	80	4	25	151	871	1000	1.55e-09	59.7
EDEG_00028-t26_1-p1	NP_010694.1	24.476	429	238	14	258	614	992	1406	3.61e-18	87.8
EDEG_00028-t26_1-p1	NP_010694.1	28.205	156	106	1	252	401	278	433	1.01e-15	79.7
EDEG_00028-t26_1-p1	NP_010694.1	31.447	159	96	4	1	153	883	1034	2.07e-15	78.6
EDEG_00028-t26_1-p1	NP_014468.3	44.660	103	51	3	267	364	845	946	4.09e-18	87.4
EDEG_00028-t26_1-p1	NP_014468.3	27.451	153	103	2	277	428	170	315	1.50e-13	72.4
EDEG_00028-t26_1-p1	NP_014468.3	27.097	155	97	5	4	151	731	876	6.23e-08	54.3
EDEG_00028-t26_1-p1	NP_014796.3	23.543	429	242	15	258	614	977	1391	1.05e-17	86.3
EDEG_00028-t26_1-p1	NP_014796.3	32.704	159	94	4	1	153	868	1019	9.32e-16	79.7
EDEG_00028-t26_1-p1	NP_014796.3	26.923	156	108	1	252	401	268	423	1.68e-15	79.0
EDEG_00028-t26_1-p1	NP_015267.1	41.071	112	60	3	258	364	950	1060	2.87e-17	84.7
EDEG_00028-t26_1-p1	NP_015267.1	33.117	154	88	5	10	151	840	990	1.43e-11	66.2
EDEG_00028-t26_1-p1	NP_015267.1	26.984	126	92	0	277	402	286	411	1.78e-10	62.8
EDEG_00028-t26_1-p1	NP_014973.1	24.826	431	238	14	256	614	1029	1445	3.00e-17	84.7
EDEG_00028-t26_1-p1	NP_014973.1	31.447	159	96	4	1	153	922	1073	1.55e-14	75.9
EDEG_00028-t26_1-p1	NP_014973.1	26.282	156	109	1	252	401	288	443	2.72e-13	71.6
EDEG_00028-t26_1-p1	NP_012252.1	25.610	410	245	19	274	647	866	1251	7.51e-15	77.0
EDEG_00028-t26_1-p1	NP_012252.1	35.000	120	66	4	1	119	750	858	2.58e-11	65.5
EDEG_00028-t26_1-p1	NP_012252.1	27.273	165	113	3	248	406	129	292	5.15e-11	64.3
EDEG_00028-t26_1-p1	NP_014654.1	48.000	75	37	2	291	364	881	954	3.66e-14	74.7
EDEG_00028-t26_1-p1	NP_014654.1	26.946	167	115	3	248	408	129	294	2.34e-13	72.0
EDEG_00028-t26_1-p1	NP_014654.1	33.333	120	68	4	1	119	750	858	5.06e-10	61.2
EDEG_00028-t26_1-p1	NP_014030.1	29.730	111	67	3	287	394	573	675	5.19e-06	47.8
# BLASTP 2.9.0+
# Query: EDEG_00029-t26_1-p1 | transcript=EDEG_00029-t26_1 | gene=EDEG_00029 | organism=Edhazardia_aedis_USNM_41457 | gene_product=hypothetical protein | transcript_product=hypothetical protein | location=AFBI03000001:380028-381770(-) | protein_length=580 | sequence_SO=contig | SO=protein_coding | is_pseudo=false
# Database: Saccharomyces_cerevisiae_S288C.faa
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 2 hits found
EDEG_00029-t26_1-p1	NP_014100.2	23.810	210	140	4	369	578	251	440	1.40e-09	58.5
EDEG_00029-t26_1-p1	NP_014526.1	25.373	134	87	1	391	511	273	406	3.62e-09	57.4
# BLASTP 2.9.0+
# Query: EDEG_00030-t26_1-p1 | transcript=EDEG_00030-t26_1 | gene=EDEG_00030 | organism=Edhazardia_aedis_USNM_41457 | gene_product=hypothetical protein | transcript_product=hypothetical protein | location=AFBI03000001:406901-407215(-) | protein_length=104 | sequence_SO=contig | SO=protein_coding | is_pseudo=false
# Database: Saccharomyces_cerevisiae_S288C.faa
# 0 hits found
# BLASTP 2.9.0+
# Query: EDEG_00031-t26_1-p1 | transcript=EDEG_00031-t26_1 | gene=EDEG_00031 | organism=Edhazardia_aedis_USNM_41457 | gene_product=hypothetical protein | transcript_product=hypothetical protein | location=AFBI03000001:427476-429857(-) | protein_length=793 | sequence_SO=contig | SO=protein_coding | is_pseudo=false
# Database: Saccharomyces_cerevisiae_S288C.faa
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 22 hits found
EDEG_00031-t26_1-p1	NP_012569.1	43.017	537	247	7	245	725	289	822	2.29e-142	445
EDEG_00031-t26_1-p1	NP_014948.1	38.017	484	270	12	241	706	168	639	3.09e-91	308
EDEG_00031-t26_1-p1	NP_014933.3	36.052	466	281	7	246	694	759	1224	8.62e-89	305
EDEG_00031-t26_1-p1	NP_009804.1	35.477	482	283	8	246	712	189	657	3.85e-86	294
EDEG_00031-t26_1-p1	NP_012140.1	35.908	479	282	9	253	710	470	944	5.33e-86	296
EDEG_00031-t26_1-p1	NP_011352.1	33.735	498	281	10	273	724	330	824	9.15e-78	267
EDEG_00031-t26_1-p1	NP_011091.1	33.468	496	282	10	244	707	366	845	1.85e-76	268
EDEG_00031-t26_1-p1	NP_009629.6	31.016	561	316	11	242	731	285	845	2.43e-75	261
EDEG_00031-t26_1-p1	NP_015243.1	31.439	528	286	11	245	706	1264	1781	1.69e-74	263
EDEG_00031-t26_1-p1	NP_009383.1	31.569	529	275	13	253	702	572	1092	6.23e-68	242
EDEG_00031-t26_1-p1	NP_011365.1	30.395	329	192	7	246	545	699	1019	3.64e-42	164
EDEG_00031-t26_1-p1	NP_011365.1	42.308	156	90	0	551	706	1292	1447	3.74e-38	151
EDEG_00031-t26_1-p1	NP_010621.1	31.153	321	200	6	240	543	683	999	1.14e-41	162
EDEG_00031-t26_1-p1	NP_010621.1	37.572	173	107	1	558	729	1246	1418	3.27e-34	139
EDEG_00031-t26_1-p1	NP_116696.2	35.000	260	147	7	471	722	522	767	9.75e-34	137
EDEG_00031-t26_1-p1	NP_009672.1	34.104	173	111	2	555	724	616	788	5.41e-21	96.3
EDEG_00031-t26_1-p1	NP_009672.1	30.667	225	123	9	225	426	155	369	2.29e-20	94.4
EDEG_00031-t26_1-p1	NP_013132.1	25.145	346	186	9	273	556	527	861	7.92e-17	83.2
EDEG_00031-t26_1-p1	NP_013132.1	32.515	163	99	4	557	708	990	1152	1.13e-15	79.3
EDEG_00031-t26_1-p1	NP_014834.1	30.986	142	95	2	557	695	1442	1583	1.92e-16	82.0
EDEG_00031-t26_1-p1	NP_014834.1	25.373	402	227	15	199	542	894	1280	6.16e-16	80.5
EDEG_00031-t26_1-p1	NP_013348.1	33.766	77	51	0	615	691	1418	1494	5.53e-07	51.2
# BLASTP 2.9.0+
# Query: EDEG_00032-t26_1-p1 | transcript=EDEG_00032-t26_1 | gene=EDEG_00032 | organism=Edhazardia_aedis_USNM_41457 | gene_product=hypothetical protein | transcript_product=hypothetical protein | location=AFBI03000001:451142-452134(+) | protein_length=330 | sequence_SO=contig | SO=protein_coding | is_pseudo=false
# Database: Saccharomyces_cerevisiae_S288C.faa
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
EDEG_00032-t26_1-p1	NP_011801.1	31.122	196	129	2	41	231	92	286	6.73e-26	105
# BLASTP 2.9.0+
# Query: EDEG_00033-t26_1-p1 | transcript=EDEG_00033-t26_1 | gene=EDEG_00033 | organism=Edhazardia_aedis_USNM_41457 | gene_product=hypothetical protein | transcript_product=hypothetical protein | location=AFBI03000001:468082-468927(-) | protein_length=281 | sequence_SO=contig | SO=protein_coding | is_pseudo=false
# Database: Saccharomyces_cerevisiae_S288C.faa
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
EDEG_00033-t26_1-p1	NP_014111.1	30.964	197	135	1	39	234	131	327	9.06e-31	116
# BLASTP 2.9.0+
# Query: EDEG_00034-t26_1-p1 | transcript=EDEG_00034-t26_1 | gene=EDEG_00034 | organism=Edhazardia_aedis_USNM_41457 | gene_product=pyrimidine 5'-nucleotidase | transcript_product=pyrimidine 5'-nucleotidase | location=AFBI03000001:489226-489993(+) | protein_length=255 | sequence_SO=contig | SO=protein_coding | is_pseudo=false
# Database: Saccharomyces_cerevisiae_S288C.faa
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 2 hits found
EDEG_00034-t26_1-p1	NP_011291.1	25.806	248	166	5	3	248	25	256	8.44e-27	103
